Cust Name,MFG SKU,UPC Code,Serial Number,MAC Address,WAVEFORM,Panel LOT #,Ship Date,Kobo PO,Customer PO,Kobo Production Order,Delivery No
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123539,58:B0:D4:34:1B:B6,320_R112_AF8401_ED078KH1C1_TC.wbf,EGV57RB29RBV05483AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123540,58:B0:D4:34:B6:1D,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V21114AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123541,58:B0:D4:34:1A:50,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V22148AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123542,58:B0:D4:34:A9:66,320_R112_AF8401_ED078KH1C1_TC.wbf,EGV57RB29RBV06178AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123544,58:B0:D4:34:AB:4B,320_R112_AF8401_ED078KH1C1_TC.wbf,EGV57RB29RBV01951AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123545,58:B0:D4:34:80:59,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V12870AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123546,58:B0:D4:34:3B:F8,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00069AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123547,58:B0:D4:34:A5:F7,320_R112_AF8401_ED078KH1C1_TC.wbf,EGV57RB29RBV07984AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123548,58:B0:D4:34:10:6F,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V19250AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123549,58:B0:D4:33:DD:8B,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V21045AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123550,58:B0:D4:34:1B:04,320_R142_AFB701_ED078KH1C1_TC.wbf,EGV57RE29S4V01306AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123552,58:B0:D4:34:BF:45,320_R142_AFB701_ED078KH1C1_TC.wbf,EGV57RE29S4V01418AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123553,58:B0:D4:33:F1:F5,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00074AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123554,58:B0:D4:33:F2:6B,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V13754AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123555,58:B0:D4:34:52:91,320_R142_AFB701_ED078KH1C1_TC.wbf,EGV57RE29S4V01292AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123556,58:B0:D4:33:DE:87,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00165AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709770123557,58:B0:D4:34:C1:60,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00123AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L004226,58:B0:D4:34:45:DE,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V28575AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L010315,58:B0:D4:34:06:5D,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V15050AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L018105,58:B0:D4:34:AE:FF,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V10230AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L020549,58:B0:D4:35:73:D1,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V13393AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L020662,58:B0:D4:35:E1:8C,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V23748AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L024232,58:B0:D4:35:42:FA,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V13698AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L024238,58:B0:D4:35:85:D8,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V14545AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L024313,58:B0:D4:35:B7:45,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V20235AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L024790,58:B0:D4:35:42:93,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V30629AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L025709,58:B0:D4:35:74:97,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V25035AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L025787,58:B0:D4:35:DC:29,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V08158AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L026630,58:B0:D4:35:74:03,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V25491AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L026722,58:B0:D4:34:BF:A9,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V25288AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L026934,58:B0:D4:2F:89:FA,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V14227AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L027032,58:B0:D4:33:26:F7,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V30708AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L027082,58:B0:D4:35:72:1E,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V28583AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L027151,58:B0:D4:35:72:72,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S7V05304AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L027182,58:B0:D4:31:AE:AB,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S7V09210AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L027198,58:B0:D4:35:40:1D,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S7V02350AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N70977L027242,58:B0:D4:35:44:32,320_R169_AFE201_ED078KH1U2_TC.wbf,EMQ57RG99S6V14349AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123559,58:B0:D4:37:97:FB,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V16717AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123560,58:B0:D4:37:43:65,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00127AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123561,58:B0:D4:37:43:89,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00140AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123562,58:B0:D4:37:69:33,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00085AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123564,58:B0:D4:37:A4:84,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00092AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123565,58:B0:D4:37:96:E2,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00154AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123568,58:B0:D4:37:67:43,320_R142_AFB701_ED078KH1C1_TC.wbf,EGV57RE29S4V01396AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123584,58:B0:D4:37:09:F1,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V14062AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123587,58:B0:D4:37:97:05,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V04253AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123588,58:B0:D4:37:98:69,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V18626AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123589,58:B0:D4:37:72:E3,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V20097AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123590,58:B0:D4:37:14:85,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00053AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123591,58:B0:D4:37:A4:59,320_R112_AF8401_ED078KH1C1_TC.wbf,EGV57RB29S4V01499AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123593,58:B0:D4:37:14:98,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V17349AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123594,58:B0:D4:37:14:97,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V20296AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123595,58:B0:D4:37:99:03,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V18851AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123597,58:B0:D4:37:09:EC,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V08648AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123599,58:B0:D4:37:97:7F,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00060AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123600,58:B0:D4:37:98:6B,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00056AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123602,58:B0:D4:37:67:96,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V18570AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123604,58:B0:D4:37:69:F3,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V11203AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123605,58:B0:D4:37:38:F1,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00157AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123606,58:B0:D4:37:14:6C,320_R142_AFB701_ED078KH1C1_TC.wbf,EGV57RE29S4V01422AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123607,58:B0:D4:37:98:1D,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S5V00003AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123608,58:B0:D4:37:69:0F,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29RCV00447AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123609,58:B0:D4:37:74:3F,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S5V00042AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123610,58:B0:D4:37:6A:70,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V17157AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123611,58:B0:D4:37:97:B0,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00031AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123612,58:B0:D4:37:98:50,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V16392AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123614,58:B0:D4:37:97:11,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V09577AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123616,58:B0:D4:37:98:28,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V21173AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123617,58:B0:D4:37:97:DE,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V20284AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123618,58:B0:D4:37:09:B8,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00091AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123619,58:B0:D4:37:99:67,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V10180AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123620,58:B0:D4:37:38:2C,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00192AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123625,58:B0:D4:37:38:6C,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V13794AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123627,58:B0:D4:37:68:94,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S5V00144AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123628,58:B0:D4:37:68:D5,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V02813AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123630,58:B0:D4:37:98:51,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S5V00158AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123632,58:B0:D4:37:68:8B,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00178AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123633,58:B0:D4:37:75:44,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00133AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123634,58:B0:D4:37:6A:5F,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00184AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123636,58:B0:D4:37:A3:7F,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V21495AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123640,58:B0:D4:37:69:3B,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29S6VR0011AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123641,58:B0:D4:37:97:7B,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V07354AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123642,58:B0:D4:37:99:17,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V19229AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123643,58:B0:D4:37:97:CB,320_R112_AF8401_ED078KH1C1_TC.wbf,EGV57RB29RBV09057AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123646,58:B0:D4:37:09:03,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00054AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123647,58:B0:D4:37:75:46,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29R9V21562AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123648,58:B0:D4:37:14:47,320_R112_AF8401_ED078KH1C1_TC.wbf,EGV57RB29S4V01004AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123649,58:B0:D4:37:14:EF,320_R112_AF8401_ED078KH1C1_TC.wbf,EGVZBRB29RCV00633AL,20170922,4500001792,4500001940,2002840,80124912
Ingram Micro Logistics Canada(CATO),N709-KU-BK-K-EP,6.81495E+11,N709790123652,58:B0:D4:37:75:3A,320_R142_AFB701_ED078KH1C1_TC.wbf,EGVZBRE29S6V00067AL,20170922,4500001792,4500001940,2002840,80124912
